metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,25.713441550810067,25.713441550810067,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,51.426883101620135,51.426883101620135,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,51.426883101620135,51.426883101620135,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.29999015142611757,0.29999015142611757,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.011687927977640941,0.011687927977640941,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.0389597599254698,0.0389597599254698,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.19479879962734897,0.19479879962734897,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.0779195198509396,0.0779195198509396,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.11687927977640943,0.11687927977640943,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.9038664302708993,0.9038664302708993,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,9.038664302708995,9.038664302708995,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,4.519332151354497,4.519332151354497,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,30.154854182313635,30.154854182313635,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.12,0.12,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.35,0.35,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,20.0,20.0,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.07,0.07,0.0,fixed_baseline,0,,,
