metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,16.341356963545756,16.341356963545756,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,32.68271392709151,32.68271392709151,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,32.68271392709151,32.68271392709151,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.19064916457470052,0.19064916457470052,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.007427889528884434,0.007427889528884434,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.024759631762948115,0.024759631762948115,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.12379815881474056,0.12379815881474056,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.04951926352589623,0.04951926352589623,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.07427889528884435,0.07427889528884435,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.5744234569003962,0.5744234569003962,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,5.744234569003964,5.744234569003964,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,2.872117284501982,2.872117284501982,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,19.163954984521844,19.163954984521844,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.12,0.12,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.35,0.35,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,20.0,20.0,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.07,0.07,0.0,fixed_baseline,0,,,
