metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,18.302319799171247,18.302319799171247,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,36.604639598342494,36.604639598342494,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,36.604639598342494,36.604639598342494,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.2135270643236646,0.2135270643236646,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.008319236272350566,0.008319236272350566,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.02773078757450189,0.02773078757450189,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.13865393787250943,0.13865393787250943,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.05546157514900378,0.05546157514900378,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.08319236272350568,0.08319236272350568,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.6433542717284438,0.6433542717284438,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,6.43354271728444,6.43354271728444,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,3.21677135864222,3.21677135864222,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,21.463629582664467,21.463629582664467,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.12,0.12,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.35,0.35,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,20.0,20.0,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.07,0.07,0.0,fixed_baseline,0,,,
