metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,22.958429956080415,22.958429956080415,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,45.91685991216083,45.91685991216083,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,45.91685991216083,45.91685991216083,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.26784834948760494,0.26784834948760494,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.010435649980036554,0.010435649980036554,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.03478549993345518,0.03478549993345518,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.17392749966727586,0.17392749966727586,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.06957099986691036,0.06957099986691036,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.10435649980036554,0.10435649980036554,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.80702359845616,0.80702359845616,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,8.070235984561602,8.070235984561602,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,4.035117992280801,4.035117992280801,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,26.923976948494314,26.923976948494314,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.12,0.12,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.35,0.35,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,20.0,20.0,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.07,0.07,0.0,fixed_baseline,0,,,
