metric,skipped,reason,y_transform,gpr_r2,gpr_rmse,gpr_r2_cv_mean,gpr_r2_cv_std,rf_r2,rf_rmse,rf_r2_cv_mean,rf_r2_cv_std
Employment_mean,False,,identity,0.7353539922512783,14.52268353961058,0.7641879642702256,0.05819518119021941,0.7882644893748982,12.990056818734605,0.7812226481311174,0.04793864058212208
UnemploymentRate_mean,False,,identity,0.7353539922512782,0.1452268353961058,0.7641879642693361,0.05819518119157618,0.7895877863590444,0.12949400801434213,0.7825829268447421,0.046846840375700555
Output_mean,False,,identity,0.7421369986177758,19.683074843763606,0.7607787880850356,0.06478756254505194,0.7625549206035305,18.88774080162905,0.772273795499995,0.05209745310262235
Consumption_mean,False,,identity,0.7989575128493533,17.702898628063966,0.7930057590446028,0.062161939803439585,0.7980484321450363,17.74287826599812,0.8011327639678514,0.05986626198554112
Transfers_mean,False,,identity,0.7992589520856501,1.625146402200679,0.7898443794249644,0.05417520511432277,0.7998443913298166,1.6227748912767601,0.8060739864234876,0.05611629535923303
AvgPrice_mean,False,,identity,0.9966594537235652,0.014150513463910757,0.9967547947738747,0.00031099002692923583,0.9945945003481519,0.0180003676122088,0.9944258481949155,0.002468044198833971
HH_Debt_mean,False,,log1p,0.35045418354864577,43.61811226830931,0.6022869443551093,0.12124247203715625,0.458860238324724,39.81224738602522,0.6877668250336044,0.12946961066356108
HH_Deposit_mean,False,,log1p,0.8645197775753963,0.6750564965818059,0.8627390497233598,0.03421263209766851,0.8006454341172811,0.8188705722037548,0.8491415965505918,0.03336441018569567
Firm_Debt_mean,False,,log1p,0.004573090308587879,1.5344297464427104,-6.4508947631777644,12.918503541649999,-0.005184589396325823,1.5419320354833892,-41.9690918133922,83.98446853886351
Bank_Equity_mean,False,,log1p,0.501745723708312,6.950004427874262,0.6334843018435717,0.25036513850435244,0.5810955082316904,6.372606064173382,0.6522177489255236,0.25316434943686605
BankFailed_mean,True,low_variance,,,,,,,,,
BankResolved_mean,False,,identity,0.6627525243572555,0.040845042085481495,0.6445775890979653,0.05743315197535476,0.7015647153254588,0.03842289454266062,0.6411795855184363,0.06912782921768239
BankResolutionAmount_mean,False,,identity,0.5834324587254345,0.33051286155799786,0.5998734392147109,0.08628106369695258,0.6059953193567913,0.3214373517462702,0.5827356458875819,0.0822425187647993
BankResolutionHaircut_mean,False,,identity,0.5974919181262495,0.010568319965571024,0.7749163478462069,0.05727013676314085,0.7554018842317562,0.00823844420172182,0.8074663891242461,0.041519985312039036
BankBailedOut_mean,False,,identity,-0.16560660942361038,0.01633364644119077,0.22119081692852588,0.2572373858468455,-0.30143892028292774,0.01725913576822487,0.13775527506821814,0.32894652269121594
BankBailoutAmount_mean,False,,identity,0.7939359135245889,0.16966502911061793,0.9227441817841594,0.0660352852312219,0.9342194577353475,0.09586054781880946,0.9539837489595075,0.0105970476226994
Defaults_mean,False,,identity,0.3676267449489228,0.12672303496487108,0.4065442847936592,0.12022269367845244,0.49464938398516733,0.11328312431982646,0.3630402533946345,0.14995917759030078
DefaultsHH_mean,False,,identity,0.49695561921946607,0.10797313436427435,0.4510944506151313,0.11553367978872896,0.5381146188810544,0.10346171333998826,0.4238391126034996,0.13421381760621826
DefaultsFirm_mean,False,,identity,-0.01229090137293487,0.017027627844854523,-0.23017579624094414,0.4485680483973333,-0.054804164648601716,0.017381505929958418,-0.6980538045342453,1.1926718103312726
BalanceOK_mean,True,low_variance,,,,,,,,,
DefaultsHH_rate,False,,identity,0.9012229215116279,0.0006037704182821609,0.8977002011928089,0.03220468893208976,0.9033915005410887,0.0005971059664376425,0.890421978183382,0.038260566446287565
DefaultsFirm_rate,False,,identity,0.21912584044587158,0.0010607325475845617,0.1998839390019742,0.25067715747722114,0.21347009104166925,0.0010645669770364646,0.1333027604644746,0.4137185066325859
BalanceOK_share,True,low_variance,,,,,,,,,
BankFailed_share,True,low_variance,,,,,,,,,
BankResolved_share,False,,identity,0.7267934313993573,0.028208525638601482,0.7388968623471444,0.059989635840786516,0.6770387267656869,0.03066973642004715,0.73924025465738,0.06245744798827417
BankBailedOut_share,False,,identity,0.7563964953757552,0.016832146059793815,0.8329336807719173,0.06922899423935101,0.7192129570486626,0.01807116938422362,0.8382165532486336,0.06258906053141268
