metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,23.43000000000001,23.43000000000001,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,28.523017097957705,28.523017097957705,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,23.53898852034328,23.53898852034328,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.25235943855222315,0.25235943855222315,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.00399999999999999,0.00399999999999999,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,1e-09,1e-09,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.07999999999999997,0.07999999999999997,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.018000000000000002,0.018000000000000002,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.018000000000000002,0.018000000000000002,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.18000000000000002,0.18000000000000002,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,2.787004333917982,2.787004333917982,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.2846856966980142,1.2846856966980142,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,5.40836435610191,5.40836435610191,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.043823281942930774,0.043823281942930774,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.2498116472795323,0.2498116472795323,0.0,fixed_baseline,0,,,
CreditRejections_mean,1.0,1.0,79.38000000000001,79.38000000000001,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.045000000000000005,0.045000000000000005,0.0,fixed_baseline,0,,,
