metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,15.420231587652005,15.420231587652005,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,30.84046317530401,30.84046317530401,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,30.84046317530401,30.84046317530401,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.1799027018559401,0.1799027018559401,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.007009196176205457,0.007009196176205457,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.023363987254018184,0.023363987254018184,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.11681993627009091,0.11681993627009091,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.04672797450803637,0.04672797450803637,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.07009196176205458,0.07009196176205458,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.5420445042932218,0.5420445042932218,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,5.4204450429322195,5.4204450429322195,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,2.7102225214661098,2.7102225214661098,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,18.083726134610078,18.083726134610078,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.12,0.12,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.35,0.35,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,20.0,20.0,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.07,0.07,0.0,fixed_baseline,0,,,
