metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,19.91248913694732,19.91248913694732,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,39.82497827389464,39.82497827389464,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,39.82497827389464,39.82497827389464,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.23231237326438545,0.23231237326438545,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.009051131425885145,0.009051131425885145,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.030170438086283814,0.030170438086283814,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.15085219043141904,0.15085219043141904,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.06034087617256763,0.06034087617256763,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.09051131425885146,0.09051131425885146,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.6999541636017844,0.6999541636017844,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,6.999541636017845,6.999541636017845,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,3.4997708180089226,3.4997708180089226,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,23.351919078783677,23.351919078783677,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.12,0.12,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.35,0.35,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,20.0,20.0,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.07,0.07,0.0,fixed_baseline,0,,,
