metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,24.178500000000007,24.178500000000007,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,43.035196236475436,43.035196236475436,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,31.97661178802332,31.97661178802332,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.1649105618617327,0.1649105618617327,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.0014309999999999542,0.0014309999999999542,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,1e-09,1e-09,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.03240000000000004,0.03240000000000004,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.011529767401438707,0.011529767401438707,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.014580000000000003,0.014580000000000003,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.14580000000000004,0.14580000000000004,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,3.504562937307331,3.504562937307331,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.0935000000000001,1.0935000000000001,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,2.7387565087498102,2.7387565087498102,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.03027275459561136,0.03027275459561136,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.029904158265450127,0.029904158265450127,0.0,fixed_baseline,0,,,
CreditRejections_mean,1.0,1.0,72.64890000000001,72.64890000000001,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.03645000000000001,0.03645000000000001,0.0,fixed_baseline,0,,,
