metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,24.1461,24.1461,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,45.43903587791827,45.43903587791827,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,31.26066473475737,31.26066473475737,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.16649164656392854,0.16649164656392854,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.0014714999999999626,0.0014714999999999626,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,1e-09,1e-09,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.035099999999999965,0.035099999999999965,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.011495941033531928,0.011495941033531928,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.014580000000000003,0.014580000000000003,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.14580000000000004,0.14580000000000004,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,3.4617828970924425,3.4617828970924425,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.0935000000000001,1.0935000000000001,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,2.7499012180982767,2.7499012180982767,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.03089208409705538,0.03089208409705538,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.02718589502280076,0.02718589502280076,0.0,fixed_baseline,0,,,
CreditRejections_mean,1.0,1.0,72.8595,72.8595,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.03645000000000001,0.03645000000000001,0.0,fixed_baseline,0,,,
