metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,9.272524800000003,9.272524800000003,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,18.545049600000006,18.545049600000006,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,18.545049600000006,18.545049600000006,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.10817945600000003,0.10817945600000003,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.004214784000000001,0.004214784000000001,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.014049280000000004,0.014049280000000004,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.07024640000000001,0.07024640000000001,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.02809856000000001,0.02809856000000001,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.04214784000000001,0.04214784000000001,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.32594329600000005,0.32594329600000005,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,3.259432960000001,3.259432960000001,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.6297164800000006,1.6297164800000006,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,10.874142720000004,10.874142720000004,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.12,0.12,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.35,0.35,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,20.0,20.0,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.07,0.07,0.0,fixed_baseline,0,,,
