metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,10.385227776000004,10.385227776000004,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,20.77045555200001,20.77045555200001,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,20.77045555200001,20.77045555200001,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.12116099072000006,0.12116099072000006,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.004720558080000001,0.004720558080000001,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.015735193600000006,0.015735193600000006,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.07867596800000003,0.07867596800000003,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.03147038720000001,0.03147038720000001,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.04720558080000002,0.04720558080000002,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.3650564915200001,0.3650564915200001,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,3.6505649152000017,3.6505649152000017,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.8252824576000009,1.8252824576000009,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,12.179039846400006,12.179039846400006,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.12,0.12,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.35,0.35,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,20.0,20.0,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.07,0.07,0.0,fixed_baseline,0,,,
