metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,7.392,7.392,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,14.784,14.784,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,14.784,14.784,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.08624000000000001,0.08624000000000001,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.0033600000000000006,0.0033600000000000006,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.011200000000000002,0.011200000000000002,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.05600000000000001,0.05600000000000001,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.022400000000000003,0.022400000000000003,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.033600000000000005,0.033600000000000005,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.25984,0.25984,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,2.5984000000000003,2.5984000000000003,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.2992000000000001,1.2992000000000001,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,8.668800000000001,8.668800000000001,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.12,0.12,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.35,0.35,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,20.0,20.0,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.07,0.07,0.0,fixed_baseline,0,,,
