metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,32.61,32.61,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,22.417361673987408,22.417361673987408,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,36.738427035010645,36.738427035010645,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.16928821153000714,0.16928821153000714,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.004549999999999951,0.004549999999999951,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,1e-09,1e-09,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.05999999999999999,0.05999999999999999,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.0419201906052563,0.0419201906052563,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.018000000000000002,0.018000000000000002,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.28298498427235114,0.28298498427235114,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,2.5877936919413758,2.5877936919413758,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.1802438770803563,1.1802438770803563,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,7.922702993810272,7.922702993810272,0.0,fixed_baseline,0,,,
