metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,13.027229722214408,13.027229722214408,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,26.054459444428815,26.054459444428815,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,26.054459444428815,26.054459444428815,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.1519843467591681,0.1519843467591681,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.005921468055552003,0.005921468055552003,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.019738226851840013,0.019738226851840013,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.09869113425920005,0.09869113425920005,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.039476453703680026,0.039476453703680026,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.05921468055552004,0.05921468055552004,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.4579268629626882,0.4579268629626882,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,4.579268629626883,4.579268629626883,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,2.2896343148134415,2.2896343148134415,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,15.27738758332417,15.27738758332417,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.12,0.12,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.35,0.35,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,20.0,20.0,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.07,0.07,0.0,fixed_baseline,0,,,
