metric,skipped,reason,y_transform,gpr_r2,gpr_rmse,gpr_r2_cv_mean,gpr_r2_cv_std,rf_r2,rf_rmse,rf_r2_cv_mean,rf_r2_cv_std
Employment_mean,False,,identity,-0.11765588355038936,7.914228279060679,-0.04362899207179856,0.1098097723381492,-0.33540410094322715,8.650891625825599,-0.09322009809755467,0.2660032960628615
UnemploymentRate_mean,False,,identity,-0.1176558835503898,0.0791422827906068,-0.04362899207089286,0.10980977234297473,-0.3661078646449667,0.08749777601014333,-0.07453285044168852,0.2539464679461479
Output_mean,False,,identity,0.8266561050545259,12.579252591616795,0.6344464658368452,0.18738817589664541,0.8569888201733166,11.425772098872502,0.6661953153888409,0.23456865709761657
Consumption_mean,False,,identity,0.4806804618692734,14.34598906598148,0.363945457756736,0.17075444235910203,0.4734172006278088,14.445963023173038,0.4331803331015022,0.16366586044494047
Transfers_mean,False,,identity,0.49731640854269255,1.2547499709084506,0.4022586604772628,0.16861949418730718,0.5083163213173241,1.2409455778627496,0.44474828840162106,0.15908491836358712
AvgPrice_mean,False,,identity,0.9875844840477261,0.027253645166309994,0.9788744596185788,0.00974593154076169,0.9895386324770677,0.02501706984087615,0.9832767322951961,0.007361582602756096
AvgMarkup_mean,False,,identity,0.30119646320847926,0.021371155234863968,0.3123414651533409,0.11723941376403657,0.26785978218646145,0.02187497592896602,0.316827550278252,0.08935950975461057
PriceDispersion_mean,False,,identity,0.28993194706552217,0.03115024957465489,0.6060788619113592,0.26755863139909103,0.622077653868525,0.022725467693102103,0.6495547904483037,0.1492473883137228
InventoryGap_mean,False,,identity,-6.620565441454486,1.881510520029103,-1.4302846461237912,2.836168620337529,-2.9395278781487266,1.3528048185828172,-1.0188185854729588,1.3661284221398258
SalesForecastError_mean,False,,identity,-0.19424383059244632,0.03612598334631676,-0.13862070418201478,0.38761691721670855,-0.6289142745457459,0.04219123992892904,-0.3836495663826797,0.5137102024483153
InventoryTurnover_mean,False,,identity,0.6318005214931111,0.12396098055409847,0.674001686610169,0.10635191466286432,0.6651285817531714,0.11821768734537007,0.7198117520970315,0.05212444633279725
CreditRequests_mean,False,,identity,0.5879408788309162,6.016420694596105,0.5789575097952657,0.06675879985450478,0.6243039999009774,5.7448238418580955,0.6097572939510296,0.06135006883120516
CreditRejections_mean,False,,identity,0.27521617459661774,20.24657419270746,0.3566278208252098,0.1297578731884706,0.26101021595636253,20.444030498604285,0.36743298239009464,0.14164930310942192
CreditRejectionRate_mean,False,,identity,0.1867970379501338,0.21526526029803006,0.30173693552823383,0.09581132473478235,0.15542323897554733,0.21937848673859286,0.29265451940204745,0.12064211653110431
FirmDowntimeShare_mean,True,low_variance,,,,,,,,,
ReentryCount_mean,True,low_variance,,,,,,,,,
UnemploymentTransfers_mean,False,,identity,0.2720401049404957,0.6493388971030198,0.23670392634858298,0.051807641511382604,0.3540165644805848,0.6116857780588832,0.23612040078221286,0.12485447828217029
HH_Debt_mean,False,,log1p,0.45287996838097133,55.579823892615515,0.41917196583250177,0.06495462750052457,0.7025155172299604,40.9834030427755,0.6784055127324699,0.13465647907945055
HH_Deposit_mean,False,,log1p,0.9000588542442914,0.6066504704426704,0.9236633315440302,0.023801894617052243,0.9188011433607625,0.5468161511338091,0.9206247157315396,0.01783238507092643
Firm_Debt_mean,False,,log1p,0.25859585586310374,18.683063116833345,0.16365696117191625,0.10461300964096162,0.7131550065710497,11.621019058643348,0.4083488624714036,0.22972531955256253
Bank_Equity_mean,False,,log1p,0.5594359380904168,8.008608592827743,0.4966606457666458,0.04127389183518531,0.7753998404229507,5.718176616507418,0.6923854232710902,0.08015155454289327
BankFailed_mean,True,low_variance,,,,,,,,,
