metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,21.285,21.285,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,30.742931884891025,30.742931884891025,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,26.235942264158403,26.235942264158403,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.16045171026935703,0.16045171026935703,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.005949999999999989,0.005949999999999989,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,1e-09,1e-09,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.09499999999999995,0.09499999999999995,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.017410039092054328,0.017410039092054328,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.018000000000000002,0.018000000000000002,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.18000000000000002,0.18000000000000002,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,2.586600520525876,2.586600520525876,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.3246588008887832,1.3246588008887832,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,5.789004847468531,5.789004847468531,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.039039891263112615,0.039039891263112615,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.38872321746039373,0.38872321746039373,0.0,fixed_baseline,0,,,
CreditRejections_mean,1.0,1.0,82.74000000000001,82.74000000000001,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.045000000000000005,0.045000000000000005,0.0,fixed_baseline,0,,,
