metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,26.45,26.45,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,31.00337628163707,31.00337628163707,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,35.98374218768075,35.98374218768075,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.19974838517937063,0.19974838517937063,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.00163333333333338,0.00163333333333338,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,1e-09,1e-09,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.045000000000000005,0.045000000000000005,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.00924589277110383,0.00924589277110383,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.01133333333333337,0.01133333333333337,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.18000000000000002,0.18000000000000002,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,2.7968205997867126,2.7968205997867126,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.230641093651589,1.230641093651589,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,6.783516500708189,6.783516500708189,0.0,fixed_baseline,0,,,
